gene_id	A2780_down	UWB_BRCAdef_down	PEO1_down
TXNDC15	TRUE	FALSE	FALSE
PIK3C2B	TRUE	FALSE	FALSE
EDIL3	TRUE	FALSE	FALSE
KLF9	TRUE	FALSE	TRUE
PHYH	TRUE	FALSE	FALSE
CDYL	TRUE	FALSE	FALSE
TNRC6C	TRUE	FALSE	FALSE
CYP51A1	TRUE	FALSE	FALSE
PGGHG	TRUE	TRUE	FALSE
FKBP1B	TRUE	FALSE	TRUE
SMG6	TRUE	FALSE	FALSE
GPR17	TRUE	FALSE	FALSE
PCBP4	TRUE	FALSE	FALSE
NKX2-3	TRUE	FALSE	FALSE
ZNF546	TRUE	FALSE	FALSE
TMEM145	TRUE	FALSE	FALSE
FXYD6	TRUE	FALSE	TRUE
HADHA	TRUE	FALSE	FALSE
MOSPD1	TRUE	TRUE	FALSE
PNMA1	TRUE	FALSE	FALSE
ADGRE5	TRUE	FALSE	FALSE
LZTS3	TRUE	FALSE	FALSE
LINGO3	TRUE	FALSE	FALSE
DNHD1	TRUE	TRUE	FALSE
MICAL1	TRUE	FALSE	FALSE
ZNF274	TRUE	FALSE	FALSE
SLC38A1	TRUE	TRUE	FALSE
CUL7	TRUE	FALSE	FALSE
ACTG2	TRUE	FALSE	FALSE
ECM1	TRUE	FALSE	FALSE
KLHDC9	TRUE	FALSE	FALSE
RBM5	TRUE	FALSE	FALSE
MPP5	TRUE	FALSE	FALSE
NOTCH2	TRUE	FALSE	FALSE
WNT6	TRUE	FALSE	FALSE
PEX19	TRUE	FALSE	FALSE
PLEKHO2	TRUE	FALSE	FALSE
FURIN	TRUE	FALSE	FALSE
SLC41A2	TRUE	FALSE	FALSE
AATK	TRUE	FALSE	FALSE
CDV3	TRUE	FALSE	FALSE
PRPH	TRUE	FALSE	FALSE
HOXB6	TRUE	FALSE	TRUE
POU6F1	TRUE	FALSE	FALSE
ATP6AP1	TRUE	FALSE	FALSE
GRID1	TRUE	FALSE	FALSE
CLCN3	TRUE	FALSE	FALSE
CXCL11	TRUE	FALSE	FALSE
MAGI1	TRUE	FALSE	FALSE
KIF21A	TRUE	TRUE	FALSE
KLHL24	TRUE	FALSE	FALSE
RASAL2	TRUE	FALSE	FALSE
KCNC3	TRUE	FALSE	FALSE
ATP1A3	TRUE	FALSE	FALSE
PRDM16	TRUE	FALSE	FALSE
DNAJB13	TRUE	FALSE	FALSE
CCDC180	TRUE	FALSE	FALSE
HMCN1	TRUE	FALSE	FALSE
DIRAS2	TRUE	FALSE	FALSE
XXYLT1	TRUE	FALSE	FALSE
VPS72	TRUE	FALSE	FALSE
FOXJ2	TRUE	FALSE	FALSE
HAND1	TRUE	FALSE	FALSE
RASGRP2	TRUE	FALSE	FALSE
NR4A2	TRUE	TRUE	FALSE
KCNK10	TRUE	FALSE	FALSE
BAIAP2L2	TRUE	FALSE	FALSE
ZNF649	TRUE	FALSE	FALSE
NKX3-2	TRUE	FALSE	FALSE
CLCN6	TRUE	FALSE	FALSE
ZCCHC8	TRUE	FALSE	FALSE
SLC12A3	TRUE	FALSE	FALSE
JAK3	TRUE	FALSE	FALSE
MFHAS1	TRUE	FALSE	FALSE
SAMD14	TRUE	FALSE	FALSE
OPRL1	TRUE	FALSE	FALSE
CCDC126	TRUE	FALSE	FALSE
NECAP1	TRUE	TRUE	FALSE
RGS20	TRUE	FALSE	FALSE
CHRNA3	TRUE	FALSE	FALSE
GLOD4	TRUE	FALSE	FALSE
SEC22C	TRUE	FALSE	FALSE
KRTCAP2	TRUE	FALSE	FALSE
CA13	TRUE	FALSE	FALSE
PDLIM7	TRUE	FALSE	FALSE
HECA	TRUE	FALSE	FALSE
GSE1	TRUE	FALSE	FALSE
HDAC9	TRUE	TRUE	FALSE
AFDN	TRUE	TRUE	FALSE
MPPE1	TRUE	FALSE	FALSE
KIAA0355	TRUE	FALSE	FALSE
PAQR5	TRUE	FALSE	FALSE
C17orf51	TRUE	FALSE	FALSE
SCNN1D	TRUE	FALSE	FALSE
NAXE	TRUE	FALSE	FALSE
ACVR1	TRUE	FALSE	FALSE
MYCL	TRUE	FALSE	FALSE
HLCS	TRUE	FALSE	FALSE
P3H1	TRUE	FALSE	FALSE
ATP8A2	TRUE	TRUE	FALSE
ATXN2L	TRUE	FALSE	FALSE
SUN1	TRUE	FALSE	FALSE
ADNP2	TRUE	FALSE	FALSE
CCDC92	TRUE	FALSE	FALSE
NRP1	TRUE	TRUE	FALSE
PKD1	TRUE	FALSE	FALSE
LDB3	TRUE	FALSE	FALSE
LOC388692	TRUE	FALSE	FALSE
GTPBP4	TRUE	TRUE	FALSE
LGALSL	TRUE	TRUE	FALSE
PRRT4	TRUE	FALSE	FALSE
CUL2	TRUE	FALSE	FALSE
LONRF3	TRUE	FALSE	FALSE
TMEM242	TRUE	TRUE	FALSE
IFITM2	TRUE	FALSE	FALSE
SH2D5	TRUE	FALSE	FALSE
EMC7	TRUE	FALSE	FALSE
PAX1	TRUE	FALSE	FALSE
TMEM14B	TRUE	FALSE	FALSE
FBXO10	TRUE	FALSE	FALSE
VWA5B2	TRUE	FALSE	FALSE
DNMT3A	TRUE	TRUE	FALSE
RAB11FIP1	TRUE	TRUE	FALSE
ZNF184	TRUE	FALSE	FALSE
E2F3	TRUE	FALSE	FALSE
HCN2	TRUE	FALSE	FALSE
HCFC2	TRUE	TRUE	FALSE
TDO2	TRUE	FALSE	FALSE
6-Sep	TRUE	FALSE	FALSE
KLC1	TRUE	FALSE	FALSE
RAB9A	TRUE	FALSE	FALSE
PDCD2	TRUE	FALSE	FALSE
S1PR3	TRUE	FALSE	FALSE
SEPHS2	TRUE	FALSE	FALSE
TMEM221	TRUE	FALSE	FALSE
TGM2	TRUE	FALSE	TRUE
PSAP	TRUE	FALSE	FALSE
ZMYM3	TRUE	FALSE	FALSE
SPECC1L	TRUE	FALSE	FALSE
HOXA3	TRUE	FALSE	FALSE
TOM1L2	TRUE	FALSE	FALSE
VASH2	TRUE	FALSE	FALSE
PRKAB1	TRUE	FALSE	FALSE
SCAF8	TRUE	FALSE	FALSE
ZKSCAN3	TRUE	FALSE	FALSE
GUSB	TRUE	TRUE	TRUE
GXYLT1	TRUE	TRUE	FALSE
TESK1	TRUE	FALSE	FALSE
OTUD7B	TRUE	FALSE	FALSE
KIF12	TRUE	FALSE	FALSE
E2F5	TRUE	FALSE	FALSE
TMEM151A	TRUE	FALSE	FALSE
IQSEC2	TRUE	FALSE	FALSE
TMEM55A	TRUE	FALSE	FALSE
PTGR1	TRUE	TRUE	FALSE
ACAT1	TRUE	FALSE	FALSE
UTS2B	TRUE	FALSE	FALSE
SCAMP5	TRUE	FALSE	FALSE
SRI	TRUE	FALSE	FALSE
PARP6	TRUE	FALSE	FALSE
ABCF2	TRUE	FALSE	FALSE
OSTM1	TRUE	FALSE	FALSE
LIF	TRUE	FALSE	FALSE
UBL7	TRUE	FALSE	FALSE
FOXO3	TRUE	FALSE	FALSE
GP1BB	TRUE	FALSE	FALSE
PALM	TRUE	FALSE	FALSE
GLIS2	TRUE	FALSE	FALSE
FAM198A	TRUE	FALSE	FALSE
SETDB1	TRUE	FALSE	FALSE
ZNF48	TRUE	FALSE	FALSE
ZNF382	TRUE	FALSE	FALSE
C2orf72	TRUE	FALSE	FALSE
LAMB1	TRUE	FALSE	TRUE
PDHB	TRUE	FALSE	FALSE
ZNF233	TRUE	FALSE	FALSE
CALML6	TRUE	FALSE	FALSE
ZNF284	TRUE	FALSE	FALSE
C5	TRUE	FALSE	FALSE
ADAR	TRUE	TRUE	FALSE
SNED1	TRUE	FALSE	FALSE
SLC6A9	TRUE	FALSE	FALSE
NUDT17	TRUE	FALSE	FALSE
IQSEC1	TRUE	FALSE	FALSE
PIGT	TRUE	FALSE	TRUE
RHOU	TRUE	TRUE	FALSE
POLR2A	TRUE	FALSE	FALSE
SLAIN1	TRUE	TRUE	FALSE
FMO5	TRUE	FALSE	FALSE
KLF2	TRUE	FALSE	FALSE
BIN1	TRUE	FALSE	FALSE
ABRACL	TRUE	FALSE	FALSE
ZNF358	TRUE	FALSE	FALSE
RAP1B	TRUE	FALSE	FALSE
HOXA5	TRUE	FALSE	FALSE
WIPI1	TRUE	FALSE	FALSE
NECTIN2	TRUE	FALSE	FALSE
NCOA2	TRUE	FALSE	FALSE
PKDCC	TRUE	FALSE	FALSE
TMEM94	TRUE	FALSE	FALSE
HOXA2	TRUE	FALSE	FALSE
CADM4	TRUE	FALSE	FALSE
HMX1	TRUE	FALSE	FALSE
PLCB4	TRUE	TRUE	FALSE
ZNF70	TRUE	FALSE	FALSE
PSMB4	TRUE	FALSE	FALSE
ISL2	TRUE	FALSE	FALSE
SERINC1	TRUE	FALSE	FALSE
STARD4	TRUE	TRUE	FALSE
FAM78A	TRUE	FALSE	FALSE
DLX5	TRUE	FALSE	FALSE
TMEM206	TRUE	FALSE	FALSE
UBAP1	TRUE	FALSE	FALSE
SHF	TRUE	FALSE	FALSE
MRPS6	TRUE	FALSE	FALSE
MAPK11	TRUE	FALSE	FALSE
SCAMP3	TRUE	FALSE	FALSE
TNRC6B	TRUE	FALSE	FALSE
EPOR	TRUE	FALSE	FALSE
CLDN15	TRUE	FALSE	FALSE
ACO1	TRUE	FALSE	FALSE
FAM136A	TRUE	FALSE	FALSE
SEMA6B	TRUE	FALSE	FALSE
KIRREL2	TRUE	FALSE	FALSE
ARF4	TRUE	FALSE	FALSE
TES	TRUE	FALSE	FALSE
FUCA1	TRUE	TRUE	FALSE
HS6ST2	TRUE	FALSE	TRUE
RPS6KA2	TRUE	FALSE	FALSE
RNLS	TRUE	TRUE	FALSE
NIPSNAP3B	TRUE	FALSE	FALSE
EAF1	TRUE	FALSE	FALSE
NRTN	TRUE	FALSE	TRUE
NFKB2	TRUE	FALSE	FALSE
GATAD1	TRUE	FALSE	FALSE
ALAS1	TRUE	FALSE	FALSE
FAM120AOS	TRUE	FALSE	FALSE
HOXD1	TRUE	TRUE	FALSE
CAP2	TRUE	FALSE	FALSE
LATS1	TRUE	FALSE	FALSE
BCL11A	TRUE	FALSE	FALSE
DLX4	TRUE	FALSE	FALSE
TRIM55	TRUE	TRUE	FALSE
PSMD8	TRUE	FALSE	FALSE
ICAM5	TRUE	FALSE	FALSE
SALL4	TRUE	TRUE	FALSE
STARD9	TRUE	FALSE	FALSE
ALPL	TRUE	FALSE	FALSE
TCF15	TRUE	FALSE	FALSE
TIMM22	TRUE	FALSE	FALSE
SHROOM2	TRUE	FALSE	FALSE
TCF7L2	TRUE	FALSE	TRUE
AFF4	TRUE	FALSE	FALSE
COL14A1	TRUE	TRUE	FALSE
CDKN1C	TRUE	FALSE	FALSE
TRPV2	TRUE	FALSE	FALSE
RAB15	TRUE	FALSE	FALSE
SUCO	TRUE	TRUE	FALSE
ILF2	TRUE	FALSE	FALSE
EXOSC1	TRUE	FALSE	FALSE
FAM13A	TRUE	FALSE	FALSE
PKIG	TRUE	FALSE	FALSE
AAK1	TRUE	FALSE	FALSE
TMEM179	TRUE	FALSE	FALSE
DOPEY2	TRUE	FALSE	FALSE
NRG4	TRUE	TRUE	FALSE
ZNF445	TRUE	FALSE	FALSE
TMEM181	TRUE	TRUE	FALSE
NPIPB15	TRUE	TRUE	FALSE
TRPC1	TRUE	FALSE	FALSE
MC1R	TRUE	FALSE	FALSE
FAM57B	TRUE	FALSE	FALSE
RCN3	TRUE	FALSE	FALSE
ZNF91	TRUE	FALSE	FALSE
TPM4	TRUE	TRUE	FALSE
IL15RA	TRUE	FALSE	FALSE
RRAS2	TRUE	FALSE	FALSE
HEXB	TRUE	TRUE	FALSE
CAMK1D	TRUE	FALSE	FALSE
ATP5C1	TRUE	FALSE	FALSE
DNAJB11	TRUE	TRUE	TRUE
MAPK8IP2	TRUE	FALSE	TRUE
DMTF1	TRUE	FALSE	FALSE
TRPV3	TRUE	FALSE	FALSE
IQCB1	TRUE	FALSE	FALSE
AGER	TRUE	FALSE	FALSE
CPEB3	TRUE	FALSE	FALSE
HOXD3	TRUE	TRUE	FALSE
EMX1	TRUE	FALSE	FALSE
NEK9	TRUE	TRUE	FALSE
FRY	TRUE	FALSE	FALSE
TMEM63C	TRUE	FALSE	FALSE
ARID2	TRUE	TRUE	FALSE
IL13RA1	TRUE	TRUE	FALSE
ZBTB8OS	TRUE	FALSE	FALSE
MSRB2	TRUE	FALSE	FALSE
BORCS7	TRUE	FALSE	FALSE
ZDHHC1	TRUE	FALSE	FALSE
SERTAD2	TRUE	FALSE	FALSE
EID3	TRUE	FALSE	FALSE
RUBCN	TRUE	FALSE	FALSE
SEC61A1	TRUE	FALSE	FALSE
GDAP1	TRUE	TRUE	FALSE
CPNE8	TRUE	TRUE	FALSE
FARP1	TRUE	TRUE	FALSE
PSG4	TRUE	FALSE	FALSE
TMEM220	TRUE	FALSE	FALSE
LTBP1	TRUE	TRUE	TRUE
NBAS	TRUE	FALSE	FALSE
LDHD	TRUE	FALSE	FALSE
B4GALT4	TRUE	FALSE	FALSE
MME	TRUE	FALSE	FALSE
ZNF681	TRUE	FALSE	FALSE
GLRX	TRUE	FALSE	FALSE
OGDHL	TRUE	FALSE	FALSE
HMGA2	TRUE	TRUE	FALSE
RNF122	TRUE	TRUE	FALSE
COL9A2	TRUE	TRUE	FALSE
APOBEC3D	TRUE	FALSE	FALSE
ACBD5	TRUE	TRUE	FALSE
CDR2L	TRUE	FALSE	FALSE
SLC25A3	TRUE	FALSE	FALSE
BRAP	TRUE	FALSE	FALSE
PPP1R8	TRUE	FALSE	FALSE
SYNGAP1	TRUE	FALSE	FALSE
SETD7	TRUE	FALSE	FALSE
HSD17B11	TRUE	FALSE	FALSE
GTF2A2	TRUE	FALSE	FALSE
ELOVL1	TRUE	FALSE	FALSE
PPP3CC	TRUE	FALSE	FALSE
UFC1	TRUE	FALSE	FALSE
ZNF275	TRUE	FALSE	FALSE
PTGDS	TRUE	FALSE	FALSE
NCSTN	TRUE	TRUE	FALSE
RNF215	TRUE	FALSE	FALSE
APOE	TRUE	TRUE	FALSE
MBLAC2	TRUE	FALSE	FALSE
ZNF814	TRUE	FALSE	FALSE
C11orf87	TRUE	FALSE	FALSE
MEGF11	TRUE	FALSE	FALSE
NDUFAF4	TRUE	FALSE	FALSE
TNIK	TRUE	TRUE	FALSE
C3orf33	TRUE	TRUE	FALSE
STRIP1	TRUE	FALSE	FALSE
ACOT2	TRUE	FALSE	FALSE
ANXA1	TRUE	FALSE	TRUE
FAM102B	TRUE	FALSE	FALSE
ARRB1	TRUE	FALSE	FALSE
NRBP1	TRUE	FALSE	FALSE
ZNF189	TRUE	FALSE	FALSE
CACNA2D2	TRUE	FALSE	FALSE
WASHC2A	TRUE	FALSE	FALSE
HEXA	TRUE	FALSE	FALSE
JPH3	TRUE	FALSE	FALSE
FAM65A	TRUE	FALSE	FALSE
CHRNB1	TRUE	FALSE	FALSE
BET1L	TRUE	FALSE	FALSE
INHA	TRUE	FALSE	FALSE
TRIM36	TRUE	FALSE	FALSE
FAM167A	TRUE	TRUE	FALSE
RPP38	TRUE	FALSE	FALSE
ANKZF1	TRUE	FALSE	TRUE
RNF216	TRUE	FALSE	FALSE
GNAT3	TRUE	FALSE	FALSE
DDX19B	TRUE	FALSE	FALSE
CARS	TRUE	FALSE	FALSE
IRF2BP2	TRUE	FALSE	FALSE
SOSTDC1	TRUE	FALSE	FALSE
BBS12	TRUE	FALSE	FALSE
FDX1	TRUE	FALSE	FALSE
PIP4K2A	TRUE	TRUE	FALSE
ABTB2	TRUE	FALSE	FALSE
TUBE1	TRUE	TRUE	FALSE
PRKAR2A	TRUE	FALSE	FALSE
FMN1	TRUE	FALSE	FALSE
RP9	TRUE	FALSE	FALSE
RFX6	TRUE	FALSE	FALSE
FAXC	TRUE	FALSE	FALSE
DYNC2LI1	TRUE	FALSE	FALSE
WTIP	TRUE	FALSE	TRUE
TMEM158	TRUE	FALSE	FALSE
AVL9	TRUE	FALSE	TRUE
FKBP14	TRUE	FALSE	FALSE
ABCA5	TRUE	FALSE	FALSE
DTNBP1	TRUE	FALSE	FALSE
CRAMP1	TRUE	FALSE	FALSE
GRID2IP	TRUE	FALSE	FALSE
SMPDL3B	TRUE	FALSE	FALSE
NUDT9	TRUE	FALSE	FALSE
PBX3	TRUE	FALSE	FALSE
IFRD1	TRUE	FALSE	FALSE
MAGEA1	TRUE	FALSE	FALSE
VGF	TRUE	FALSE	FALSE
KDM7A	TRUE	FALSE	FALSE
RIT1	TRUE	FALSE	FALSE
FSTL5	TRUE	FALSE	FALSE
RAB3B	TRUE	FALSE	FALSE
LHX4	TRUE	FALSE	FALSE
MRFAP1L1	TRUE	FALSE	TRUE
HIPK1	TRUE	TRUE	FALSE
RAB31	TRUE	FALSE	TRUE
EFNA3	TRUE	FALSE	FALSE
ISLR2	TRUE	FALSE	FALSE
VAX1	TRUE	FALSE	FALSE
COX19	TRUE	FALSE	FALSE
BCDIN3D	TRUE	FALSE	FALSE
NLGN2	TRUE	FALSE	FALSE
NAT8L	TRUE	FALSE	TRUE
LRP6	TRUE	FALSE	FALSE
FBXW4	TRUE	FALSE	FALSE
DYRK1A	TRUE	FALSE	FALSE
VPS53	TRUE	FALSE	FALSE
RPH3AL	TRUE	FALSE	FALSE
ABHD14A	TRUE	FALSE	FALSE
HSPB6	TRUE	TRUE	FALSE
TMEM37	TRUE	TRUE	FALSE
KIF5B	TRUE	TRUE	FALSE
TBC1D20	TRUE	FALSE	FALSE
SZT2	TRUE	FALSE	FALSE
MYO1C	TRUE	FALSE	FALSE
PAIP1	TRUE	FALSE	FALSE
TNNT1	TRUE	FALSE	FALSE
LSM10	TRUE	FALSE	FALSE
UCK2	TRUE	FALSE	FALSE
CRCP	TRUE	TRUE	FALSE
CXADR	TRUE	TRUE	FALSE
SCYL2	TRUE	TRUE	FALSE
SHANK3	TRUE	FALSE	TRUE
RASA3	TRUE	FALSE	FALSE
FUT1	TRUE	FALSE	FALSE
DYRK2	TRUE	TRUE	FALSE
PLPP1	TRUE	FALSE	FALSE
SLC46A3	TRUE	FALSE	FALSE
SKIL	TRUE	FALSE	FALSE
METRNL	TRUE	FALSE	FALSE
TWIST1	TRUE	FALSE	FALSE
HACD1	TRUE	FALSE	FALSE
PDPK1	TRUE	FALSE	FALSE
HCCS	TRUE	FALSE	FALSE
USP38	TRUE	FALSE	FALSE
FOXL2NB	TRUE	FALSE	FALSE
RABGEF1	TRUE	FALSE	FALSE
TMEM30A	TRUE	FALSE	FALSE
FOLR1	TRUE	TRUE	FALSE
ANKDD1A	TRUE	FALSE	FALSE
FAM219A	TRUE	FALSE	FALSE
TIGAR	TRUE	FALSE	FALSE
MTHFD2	TRUE	FALSE	FALSE
COL1A1	TRUE	FALSE	FALSE
DPPA2	TRUE	FALSE	FALSE
MTPAP	TRUE	TRUE	FALSE
NCKAP5L	TRUE	FALSE	FALSE
TOMM40L	TRUE	FALSE	FALSE
SSR3	TRUE	FALSE	FALSE
OLFM1	TRUE	FALSE	FALSE
TMEM249	TRUE	FALSE	FALSE
BAIAP3	TRUE	FALSE	FALSE
PTPN9	TRUE	FALSE	FALSE
MSX1	TRUE	FALSE	FALSE
ERICH2	TRUE	FALSE	FALSE
SLC38A2	TRUE	TRUE	FALSE
PACSIN2	TRUE	FALSE	FALSE
TTC7B	TRUE	FALSE	FALSE
GRIN3B	TRUE	FALSE	FALSE
SNX32	TRUE	FALSE	FALSE
AGPAT1	TRUE	FALSE	FALSE
PAIP2	TRUE	FALSE	FALSE
STX3	TRUE	FALSE	FALSE
ACSL1	TRUE	FALSE	FALSE
DRAM1	TRUE	TRUE	FALSE
STXBP1	TRUE	FALSE	FALSE
SMAD1	TRUE	TRUE	FALSE
TFE3	TRUE	FALSE	FALSE
ZNF777	TRUE	FALSE	FALSE
GIPR	TRUE	FALSE	FALSE
UBQLN4	TRUE	FALSE	FALSE
SLC25A38	TRUE	FALSE	FALSE
CACNG8	TRUE	FALSE	FALSE
EOGT	TRUE	TRUE	FALSE
PRX	TRUE	FALSE	FALSE
CGNL1	TRUE	TRUE	FALSE
APPBP2	TRUE	FALSE	FALSE
POGK	TRUE	FALSE	FALSE
CSF1	TRUE	TRUE	FALSE
RBM17	TRUE	FALSE	FALSE
CMTM8	TRUE	FALSE	FALSE
PSMD13	TRUE	FALSE	FALSE
MUC3A	TRUE	FALSE	FALSE
STOX1	TRUE	FALSE	FALSE
DCTN5	TRUE	FALSE	FALSE
IGSF9B	TRUE	FALSE	FALSE
REEP2	TRUE	FALSE	FALSE
RASSF1	TRUE	FALSE	FALSE
LYSMD1	TRUE	FALSE	FALSE
BMP8B	TRUE	FALSE	TRUE
HDGFRP3	TRUE	FALSE	FALSE
PBX2	TRUE	FALSE	FALSE
DCAF5	TRUE	FALSE	FALSE
WAC	TRUE	TRUE	FALSE
RARB	TRUE	FALSE	FALSE
VWDE	TRUE	FALSE	FALSE
DLX1	TRUE	FALSE	FALSE
ERMARD	TRUE	FALSE	FALSE
BCHE	TRUE	TRUE	FALSE
FGFRL1	TRUE	FALSE	TRUE
TCF12	TRUE	FALSE	FALSE
CCNB1IP1	TRUE	TRUE	FALSE
FOXR1	TRUE	FALSE	FALSE
SNAPC2	TRUE	FALSE	FALSE
ZNF583	TRUE	FALSE	FALSE
PCCB	TRUE	FALSE	FALSE
IDH2	TRUE	FALSE	FALSE
CLK1	TRUE	FALSE	FALSE
AK5	TRUE	FALSE	TRUE
EIF2S1	TRUE	FALSE	FALSE
FAM63A	TRUE	FALSE	FALSE
CHMP4A	TRUE	TRUE	FALSE
SLC44A1	TRUE	FALSE	FALSE
SULT4A1	TRUE	FALSE	FALSE
POMT2	TRUE	FALSE	FALSE
IGF2BP2	TRUE	FALSE	FALSE
NEXN	TRUE	TRUE	FALSE
TMEM8B	TRUE	FALSE	FALSE
ATP6V0A2	TRUE	TRUE	FALSE
HMOX1	TRUE	TRUE	FALSE
TERF2IP	TRUE	FALSE	FALSE
GNL3L	TRUE	FALSE	FALSE
WDSUB1	TRUE	FALSE	FALSE
DPP9	TRUE	FALSE	FALSE
RREB1	TRUE	FALSE	FALSE
CACNA1B	TRUE	FALSE	FALSE
GOLPH3L	TRUE	TRUE	FALSE
ZNF687	TRUE	FALSE	FALSE
PLXND1	TRUE	FALSE	FALSE
SKAP2	TRUE	FALSE	FALSE
MAPKAPK2	TRUE	TRUE	FALSE
CFHR1	TRUE	FALSE	FALSE
FOXL2	TRUE	FALSE	FALSE
METTL16	TRUE	FALSE	FALSE
IFITM3	TRUE	FALSE	FALSE
AKAP8L	TRUE	FALSE	FALSE
PHKA1	TRUE	TRUE	FALSE
IFNLR1	TRUE	FALSE	FALSE
MAMLD1	TRUE	FALSE	FALSE
LGMN	TRUE	TRUE	FALSE
ODF3L2	TRUE	FALSE	FALSE
ZNF516	TRUE	FALSE	FALSE
DLX6	TRUE	FALSE	FALSE
DOCK7	TRUE	FALSE	FALSE
FAM155B	TRUE	FALSE	FALSE
ZNF772	TRUE	TRUE	FALSE
GDF11	TRUE	FALSE	FALSE
LIN54	TRUE	FALSE	FALSE
ZFX	TRUE	FALSE	FALSE
ZDHHC17	TRUE	FALSE	FALSE
HSPA12A	TRUE	FALSE	FALSE
TPM2	TRUE	FALSE	FALSE
DCTN2	TRUE	FALSE	FALSE
HERC5	TRUE	FALSE	TRUE
TBX18	TRUE	FALSE	FALSE
RNF103	TRUE	FALSE	FALSE
SHC1	TRUE	FALSE	FALSE
ZMYND11	TRUE	FALSE	FALSE
RPL22L1	TRUE	FALSE	FALSE
RRAGB	TRUE	FALSE	FALSE
PTP4A3	TRUE	FALSE	TRUE
DERL3	TRUE	FALSE	FALSE
USP11	TRUE	FALSE	FALSE
MFSD4A	TRUE	FALSE	FALSE
GPT	TRUE	FALSE	FALSE
HAPLN2	TRUE	FALSE	FALSE
PLXDC1	TRUE	FALSE	FALSE
ZNF239	TRUE	TRUE	FALSE
MAP3K12	TRUE	FALSE	FALSE
FGFBP3	TRUE	FALSE	FALSE
ATP11A	TRUE	TRUE	FALSE
DYSF	TRUE	FALSE	FALSE
ARSA	TRUE	FALSE	FALSE
UFD1L	TRUE	FALSE	FALSE
KLHDC7B	TRUE	FALSE	FALSE
MCUB	TRUE	FALSE	FALSE
RUNX3	TRUE	FALSE	FALSE
COMMD1	TRUE	FALSE	FALSE
ATP6V1E2	TRUE	FALSE	FALSE
DCTD	TRUE	FALSE	FALSE
WNK1	TRUE	TRUE	FALSE
RTCA	TRUE	FALSE	FALSE
MKRN2	TRUE	FALSE	FALSE
HSPA13	TRUE	FALSE	FALSE
MMP13	TRUE	FALSE	FALSE
SCN4B	TRUE	FALSE	FALSE
TADA2B	TRUE	FALSE	TRUE
MAP3K2	TRUE	FALSE	FALSE
MPC2	TRUE	FALSE	FALSE
SCN5A	TRUE	FALSE	TRUE
CPM	TRUE	TRUE	FALSE
AZIN2	TRUE	FALSE	FALSE
WTAP	TRUE	TRUE	FALSE
NFIL3	TRUE	TRUE	FALSE
RCHY1	TRUE	FALSE	FALSE
INPP5K	TRUE	FALSE	FALSE
TCF7L1	TRUE	FALSE	TRUE
KDM5B	TRUE	TRUE	FALSE
TMEM147	TRUE	FALSE	FALSE
PRKAB2	TRUE	TRUE	FALSE
HLF	TRUE	FALSE	FALSE
FAM26E	TRUE	FALSE	FALSE
UBQLN1	TRUE	FALSE	FALSE
RNASE4	TRUE	FALSE	FALSE
GTF2A1	TRUE	FALSE	FALSE
SMCO4	TRUE	FALSE	FALSE
PTPRQ	TRUE	FALSE	FALSE
POU4F1	TRUE	FALSE	FALSE
PPIL2	TRUE	FALSE	FALSE
STRADB	TRUE	TRUE	FALSE
SHD	TRUE	FALSE	FALSE
RFK	TRUE	TRUE	TRUE
KIF1B	TRUE	FALSE	FALSE
TBX2	TRUE	FALSE	FALSE
LSM1	TRUE	FALSE	FALSE
STK40	TRUE	FALSE	FALSE
FGF20	TRUE	FALSE	FALSE
COMMD7	TRUE	FALSE	FALSE
C15orf41	TRUE	FALSE	FALSE
RCN1	TRUE	FALSE	FALSE
GLB1L2	TRUE	FALSE	TRUE
PRTN3	TRUE	FALSE	FALSE
SYDE2	TRUE	TRUE	FALSE
NKX2-1	TRUE	FALSE	FALSE
RNF146	TRUE	FALSE	FALSE
C1orf53	TRUE	FALSE	FALSE
GNS	TRUE	FALSE	FALSE
USH1C	TRUE	FALSE	FALSE
NEK3	TRUE	TRUE	FALSE
ABI1	TRUE	TRUE	FALSE
EML1	TRUE	FALSE	TRUE
TDG	TRUE	TRUE	FALSE
POTEE	TRUE	FALSE	FALSE
TMEM52	TRUE	FALSE	FALSE
SPAG1	TRUE	FALSE	FALSE
TPD52	TRUE	FALSE	FALSE
IKBKB	TRUE	FALSE	FALSE
SEPSECS	TRUE	FALSE	FALSE
CYB5D2	TRUE	FALSE	FALSE
CES3	TRUE	TRUE	FALSE
SDC3	TRUE	FALSE	FALSE
NKD1	TRUE	FALSE	FALSE
ECHDC1	TRUE	FALSE	FALSE
SH3PXD2B	TRUE	FALSE	FALSE
ERH	TRUE	TRUE	FALSE
CTNS	TRUE	FALSE	FALSE
ENDOD1	TRUE	TRUE	TRUE
NME6	TRUE	FALSE	FALSE
HECTD4	TRUE	FALSE	FALSE
SLC43A2	TRUE	FALSE	TRUE
VDAC2	TRUE	FALSE	FALSE
SPRED3	TRUE	FALSE	FALSE
C2CD4C	TRUE	FALSE	FALSE
GOLGA7	TRUE	FALSE	FALSE
LHX6	TRUE	TRUE	FALSE
FRA10AC1	TRUE	FALSE	FALSE
DECR2	TRUE	FALSE	FALSE
NATD1	TRUE	FALSE	FALSE
FAM193A	TRUE	FALSE	TRUE
UVSSA	TRUE	FALSE	FALSE
TMEM86A	TRUE	FALSE	FALSE
GREB1L	TRUE	FALSE	FALSE
