Geneid	AN14028316	AN14028318	AN14028320	AN14028322	AN14028324	AN14028326	AN14028328	AN14028330
SGMS1	368	497	1378	1774	1076	937	2510	2688
SGMS1-AS1	32	65	40	38	34	36	26	11
ASAH2B	162	222	354	475	196	156	406	425
A1CF	1	5	92	112	2	5	6	14
PRKG1	17	19	19	52	101	79	53	66
LOC102724719	0	0	0	2	4	0	0	0
MIR605	0	0	0	0	0	0	0	0
CSTF2T	1561	2021	1961	2500	1660	1184	1513	1793
PRKG1-AS1	28	28	41	69	4	0	1	2
DKK1	2980	3646	3342	3845	146	139	118	109
LNCAROD	10	18	26	30	4	4	0	0
LOC105378305	0	0	0	0	0	0	0	0
MBL2	0	0	0	0	0	0	0	0
PCDH15	0	0	0	0	2	0	0	1
LOC105378311	0	0	0	0	0	0	0	0
MIR548F1	0	0	0	0	0	0	0	0
MTRNR2L5	1	0	0	0	0	0	0	0
ZWINT	3767	4995	4928	6100	3388	2769	3338	4127
MIR3924	0	0	0	0	0	0	0	0
IPMK	589	850	947	1279	671	589	1539	1594
CISD1	864	1182	1703	2035	1178	941	1598	1883
LOC112268068	0	0	0	0	0	0	1	0
UBE2D1	409	519	721	1214	440	397	799	1055
TFAM	3084	4205	4959	6153	3643	3302	4404	5046
BICC1	2063	2868	3043	3450	3354	2980	5786	6407
FAM133CP	3	3	2	12	8	15	9	11
LINC00844	0	0	1	0	0	0	3	2
CCEPR	9	18	7	11	25	24	50	71
PHYHIPL	51	94	41	97	101	112	204	214
FAM13C	3	4	7	3	16	14	6	3
SLC16A9	91	120	234	297	12	15	73	65
MRLN	0	0	1	2	0	0	1	0
CCDC6	3186	4313	5497	6494	4146	3815	5966	6302
LINC01553	2	0	0	0	0	0	2	0
ANK3	1242	1934	3641	4180	4986	3945	5392	5700
CDK1	4263	5911	10563	12562	6654	6143	12511	13708
RHOBTB1	1279	1685	1690	1913	496	483	1421	1549
LOC107984236	4	0	8	0	0	0	0	1
LINC00845	0	0	0	0	0	0	0	0
TMEM26	1	0	0	2	0	0	2	0
TMEM26-AS1	0	0	0	0	0	0	0	0
CABCOCO1	0	0	0	0	0	1	0	2
ARID5B	1072	1488	1344	1545	7514	6672	4432	5391
RTKN2	918	1299	1323	1698	2310	2153	2736	2916
LOC283045	0	0	0	2	0	2	6	7
ZNF365	150	182	195	269	372	267	330	286
ADO	1068	1251	1414	1653	954	938	2079	2048
EGR2	10	12	0	2	16	6	12	36
NRBF2	767	984	1221	1357	1110	1082	1708	1912
JMJD1C	3885	5264	6427	7408	6095	5373	12311	12783
MIR1296	0	0	0	0	0	0	0	0
LOC105378330	0	0	0	0	0	0	0	4
JMJD1C-AS1	13	22	16	19	33	17	18	30
REEP3	2300	3006	3514	4463	4094	3873	4775	5255
ANXA2P3	18	16	13	18	13	18	20	23
LINC02671	0	0	0	0	0	0	0	0
LINC01515	85	85	127	189	42	49	56	68
CTNNA3	4	11	24	18	7	13	10	13
LOC101928961	0	0	0	0	0	0	2	0
LRRTM3	0	0	0	0	0	0	0	2
MIR7151	0	0	0	0	0	0	0	0
TRS-TGA1-1	0	0	0	0	0	0	0	0
DNAJC12	1	6	3	5	0	4	0	0
SIRT1	732	932	1117	1328	880	765	1689	1833
HERC4	2043	2617	3515	4024	2346	2070	3731	3962
POU5F1P5	0	0	2	0	2	0	1	2
MYPN	1	0	13	14	3	2	5	3
ATOH7	2	0	2	8	6	4	3	14
PBLD	262	316	256	273	291	250	185	164
HNRNPH3	5726	7907	9579	12003	6154	5388	7415	8601
RUFY2	584	870	1104	1292	1085	1012	1264	1294
DNA2	915	1128	1650	1804	1073	987	1747	1834
SLC25A16	424	565	454	420	650	563	539	572
TET1	82	104	155	186	220	180	218	234
CCAR1	4172	5665	5233	6209	4668	4147	6776	7383
SNORD98	0	6	9	5	2	3	1	8
STOX1	43	55	46	54	1154	1113	549	584
DDX50	2070	2665	4135	4708	2287	2009	4796	5210
DDX21	16364	22397	29556	35021	9903	8873	25647	27582
KIFBP	1907	2310	2879	3148	2450	2188	3105	3407
SRGN	2	4	8	10	24	29	10	5
VPS26A	3019	4410	5602	6761	4738	4387	6703	7012
SUPV3L1	1545	2011	2463	2736	1522	1188	2424	2725
LOC101928994	0	0	2	4	0	0	0	0
HKDC1	8	14	465	533	379	298	284	376
HK1	5197	6294	5805	6551	2387	1950	3762	4252
TACR2	0	2	0	7	2	0	2	0
TSPAN15	1842	1901	2181	2556	544	398	486	660
NEUROG3	0	0	0	0	0	0	0	0
FAM241B	318	454	252	328	143	104	111	121
COL13A1	55	70	84	77	3	0	5	6
MACROH2A2	1369	1703	1402	1541	684	511	737	883
AIFM2	932	937	576	565	289	174	304	405
TYSND1	822	833	672	723	188	136	224	298
SAR1A	4625	6255	6347	7417	7737	7108	6974	7480
PPA1	5732	7843	9889	12204	9948	8933	9964	11361
NPFFR1	20	37	18	21	45	20	52	64
LRRC20	2100	2312	1842	1966	946	584	619	769
EIF4EBP2	3085	4143	4565	5564	6630	5934	4823	5307
NODAL	2	0	0	2	2	6	0	6
PALD1	438	393	1022	967	615	440	459	608
PRF1	0	0	0	0	1	0	0	2
ADAMTS14	310	244	163	187	577	413	365	441
TBATA	0	0	0	0	5	2	0	4
SGPL1	3291	4411	3996	4683	12336	9896	9328	10288
PCBD1	2728	3142	3053	3456	2568	2011	2694	3339
LINC02622	0	0	1	0	1	0	0	0
UNC5B	9	4	2	4	9	2	1	2
UNC5B-AS1	0	0	0	0	0	0	0	0
SLC29A3	133	140	20	27	30	15	9	13
CDH23	4	2	2	2	2	1	0	1
CDH23-AS1	0	0	0	0	0	0	0	0
C10orf105	0	0	0	0	0	0	0	0
VSIR	155	135	35	64	17	22	0	4
MIR7152	0	0	0	0	0	0	0	0
PSAP	27427	31591	36994	39795	27230	19680	22024	26200
CHST3	2926	3632	2194	2589	606	430	518	640
SPOCK2	56275	58356	34491	36940	40208	27933	24188	31471
ASCC1	3458	4803	5519	6372	4075	3786	5761	6354
ANAPC16	4186	5549	5170	6158	4294	3496	4661	5391
DDIT4	9112	9199	6473	7758	4305	3396	7133	8868
DNAJB12	1657	1806	1333	1382	1115	879	976	1204
MICU1	1935	2508	3020	3579	4115	3308	3860	4315
MCU	3287	4434	4015	4814	5351	4723	6144	6566
MIR4676	0	0	0	0	0	0	0	0
OIT3	2	1	1	1	2	0	0	2
PLA2G12B	0	0	0	2	0	0	0	0
P4HA1	1672	2367	3524	3836	2682	2381	4600	4876
NUDT13	365	552	224	207	232	184	203	235
SNORA11F	74	76	35	63	28	33	32	24
ECD	2843	3751	2788	3186	2568	2331	2834	3074
FAM149B1	585	739	761	874	736	740	831	995
DNAJC9	989	1277	986	1111	717	568	716	888
DNAJC9-AS1	149	159	144	146	80	81	130	108
MRPS16	4251	5273	4935	5702	3597	3045	4588	5289
CFAP70	220	275	168	148	298	257	174	203
ANXA7	5615	7284	12683	14427	6950	5688	10745	11801
MSS51	34	36	74	53	67	61	82	86
PPP3CB	1118	1609	1493	1788	2028	1873	1783	2072
PPP3CB-AS1	247	286	218	284	88	121	138	152
USP54	1565	2121	2518	2917	5170	4135	6665	7652
MYOZ1	0	0	0	2	0	0	0	0
SYNPO2L	0	0	12	6	0	0	7	14
BMS1P4-AGAP5	30	43	57	65	11	19	61	51
AGAP5	0	4	2	4	0	0	0	1
BMS1P4	11	52	22	40	20	17	17	21
GLUD1P3	52	41	21	52	39	31	40	60
SEC24C	6493	7774	7402	8341	6855	5307	5968	7007
FUT11	160	161	312	343	257	268	169	186
CHCHD1	1276	1499	1351	1379	1044	853	701	845
ZSWIM8	1608	1535	1177	1240	970	608	548	693
ZSWIM8-AS1	6	3	16	18	11	11	15	19
NDST2	510	641	724	705	450	329	396	432
CAMK2G	2073	2428	2116	2293	1865	1395	1663	2046
C10orf55	108	172	166	231	121	121	94	133
PLAU	16014	20194	14297	15715	24668	18414	10056	11969
VCL	17175	21755	28365	32394	15951	12808	15539	17644
AP3M1	3601	5084	5366	6208	4456	4161	5722	6431
ADK	2249	2954	5040	5765	2543	2288	5183	5567
LOC102723439	4	21	5	7	10	3	1	14
KAT6B	2094	2833	1798	2098	1406	1132	1648	1792
LOC101929165	0	0	0	0	0	0	0	0
SNORD172	0	0	0	0	2	0	0	0
DUPD1	0	2	0	0	0	0	0	0
DUSP13	0	0	0	2	0	0	0	0
SAMD8	951	1244	1592	1910	1878	1687	3669	3960
VDAC2	4836	6281	6472	7779	6271	5664	7718	8812
COMTD1	117	73	24	21	25	8	12	6
ZNF503	457	281	388	399	412	375	346	388
ZNF503-AS1	0	0	3	5	0	2	2	1
ZNF503-AS2	123	121	96	112	143	58	67	99
LOC101929234	39	46	52	45	56	37	68	48
LRMDA	105	168	122	171	137	115	122	110
MIR606	0	0	0	0	0	0	0	0
LOC105378367	0	0	5	4	2	3	2	3
KCNMA1	207	231	210	200	28	14	8	11
KCNMA1-AS1	0	0	0	0	0	0	0	0
KCNMA1-AS2	0	0	0	0	0	0	0	0
KCNMA1-AS3	0	0	0	0	0	0	0	2
DLG5	4199	4709	3135	3410	1555	1117	1399	1716
DLG5-AS1	27	24	22	16	12	15	16	8
POLR3A	3961	5196	4149	4784	2200	1848	2604	2961
RPS24	45784	61865	42145	51458	29759	26160	25354	29514
LINC00856	0	2	0	0	0	2	5	5
LINC00595	0	0	0	0	0	0	2	0
ZMIZ1-AS1	0	2	2	4	4	0	2	2
ZMIZ1	1211	1168	938	986	396	281	393	518
PPIF	3348	3829	4057	4121	1576	1185	1734	1940
ZCCHC24	79	113	56	49	39	32	22	34
LOC729815	0	0	2	0	0	0	0	0
EIF5AL1	182	158	130	141	74	72	43	54
SFTPA2	0	0	0	2	0	0	0	2
SFTPA1	1	0	0	2	0	0	1	0
LINC02679	1	1	6	6	3	0	0	1
BEND3P3	215	253	293	296	250	212	370	411
NUTM2B-AS1	354	501	427	417	338	290	546	503
NUTM2B	5	3	6	3	0	0	2	2
LOC642361	33	46	22	23	17	21	30	26
NUTM2E	0	2	0	0	0	0	1	0
BMS1P21	33	33	12	19	26	13	14	11
MBL1P	92	99	53	55	20	18	13	19
SFTPD	25	18	5	11	16	14	4	6
TMEM254-AS1	42	73	46	62	31	20	47	59
TMEM254	1026	1319	1382	1489	885	711	1056	1166
PLAC9	4	3	0	1	1	1	2	4
ANXA11	6711	7217	6611	7074	5445	3834	3178	3732
LINC00857	439	579	563	637	289	255	251	280
LOC100130698	0	0	0	0	0	0	0	0
MAT1A	0	2	5	10	9	6	6	16
DYDC1	0	0	1	1	0	0	0	0
DYDC2	18	26	34	53	2	4	15	4
PRXL2A	2128	2712	2823	3388	4236	3176	2797	3055
TSPAN14	7162	8112	5977	6661	3949	2986	2507	2900
LOC101929574	9	18	31	20	1	0	0	9
SH2D4B	3	5	5	0	13	18	4	2
LINC02655	0	0	0	0	0	0	0	0
NRG3	0	17	4	4	22	30	11	11
NRG3-AS1	0	0	0	0	0	0	0	2
LINC02650	0	0	0	0	0	0	0	0
GHITM	10724	14349	12755	14203	8812	7600	11942	13357
CERNA2	0	2	0	1	1	4	2	1
C10orf99	0	0	0	0	0	0	0	0
CDHR1	34	34	2	11	2	0	0	0
LRIT2	0	0	0	0	0	0	0	0
LRIT1	0	4	0	0	7	0	2	0
RGR	0	0	0	0	0	0	0	0
LINC00858	66	70	22	38	186	167	49	48
CCSER2	1431	1978	1990	2254	2224	2042	2979	3241
LINC01519	0	0	0	0	0	0	0	0
LINC02647	0	0	0	0	0	0	0	0
LOC101929662	0	0	0	0	0	0	0	0
LINC01520	0	0	0	0	0	0	0	0
GRID1-AS1	0	0	2	0	0	0	0	0
GRID1	36	38	1	3	17	7	0	0
MIR346	0	0	0	0	0	0	0	0
WAPL	2221	2805	2304	2513	3223	2760	2940	3105
OPN4	0	0	0	0	0	0	0	0
LDB3	3	5	5	4	0	4	0	2
BMPR1A	572	689	688	870	795	691	789	678
MMRN2	2	1	0	7	2	2	4	4
SNCG	2	4	8	13	0	0	3	0
ADIRF	38	23	0	5	0	1	0	1
AGAP11	17	18	15	10	4	5	7	11
FAM25A	16	28	0	0	0	0	0	0
GLUD1	5528	7181	5430	6871	2759	2450	4939	5580
SHLD2	859	1207	1012	1144	921	900	942	988
NUTM2A	6	4	2	4	1	2	0	1
NUTM2A-AS1	176	221	150	159	168	142	149	174
LINC00863	32	35	26	37	39	39	32	16
NUTM2D	6	11	10	7	15	15	2	4
FAM245A	0	0	0	0	1	0	0	0
MIR4678	1	0	0	1	0	2	3	0
MINPP1	415	597	355	492	783	721	432	497
PAPSS2	141	181	324	328	74	61	63	73
ATAD1	1558	2201	1884	2347	1949	1738	2576	2904
CFL1P1	11	7	4	7	18	8	18	16
KLLN	36	54	26	28	24	22	21	28
PTEN	1144	1523	1264	1456	1530	1385	1722	1910
RNLS	0	3	100	108	89	87	149	139
LIPJ	0	0	0	0	0	2	0	0
LIPF	0	0	0	0	0	0	0	0
LIPK	0	0	0	0	0	2	0	0
LIPN	0	0	0	0	0	0	0	0
LIPM	0	0	0	0	0	0	0	0
ANKRD22	10	18	70	104	43	35	73	64
STAMBPL1	335	371	471	500	152	128	406	415
ACTA2-AS1	0	1	0	2	0	0	0	0
ACTA2	80	115	30	21	36	17	20	21
FAS	1063	1442	1479	1875	1548	1325	1716	1947
FAS-AS1	1	2	1	6	0	1	2	0
MIR4679-2	0	0	0	0	0	0	0	0
MIR4679-1	0	0	0	0	0	0	0	0
CH25H	0	0	1	2	0	0	0	0
LIPA	1547	2205	2032	2416	2144	2025	1386	1433
IFIT2	137	215	319	327	356	314	276	262
IFIT3	90	156	393	397	151	127	150	154
IFIT1B	0	0	2	0	0	0	2	0
IFIT1	115	182	679	752	511	404	69	71
IFIT5	116	110	346	467	484	487	452	479
SLC16A12	19	46	16	16	26	30	76	76
SLC16A12-AS1	0	0	0	0	0	2	0	0
PANK1	353	531	514	568	481	404	466	492
MIR107	0	0	0	0	0	0	0	0
FLJ37201	75	87	71	87	149	123	116	82
KIF20B	2111	2807	2172	2768	2680	2207	2475	2743
LINC00865	5	12	31	50	4	0	14	16
LINC01374	0	0	0	0	0	0	0	0
LINC01375	0	0	0	0	0	0	0	0
LINC02653	0	0	0	1	1	0	0	1
HTR7	6	8	16	18	2	14	4	4
RPP30	1965	2836	2094	2446	1931	1553	1636	1971
ANKRD1	10310	13503	5697	7457	6972	6294	3190	3499
XLOC_008559	0	0	0	0	0	0	0	0
LOC105378430	0	0	0	0	0	0	0	0
LINC00502	0	0	0	0	0	0	0	0
NUDT9P1	15	12	14	8	25	18	24	18
PCGF5	2284	3218	2339	3271	2777	2439	2856	3201
HECTD2-AS1	1	0	1	0	0	4	0	0
HECTD2	249	341	300	426	467	450	302	300
PPP1R3C	13	16	13	23	117	131	12	30
TNKS2-AS1	6	23	6	2	7	4	0	2
TNKS2	2660	3566	2617	3159	3831	3368	4900	4743
FGFBP3	93	117	146	182	81	64	185	182
BTAF1	2562	3557	2448	2931	3277	2942	3778	4025
CPEB3	47	83	74	106	147	78	258	312
MARCHF5	781	979	939	1131	1444	1318	1671	1816
MARK2P9	1	0	0	0	4	0	0	0
IDE	1499	2079	2069	2516	1468	1364	1876	2003
KIF11	2802	3865	3438	4062	3756	3489	4253	4506
HHEX	829	1149	1911	2278	176	171	206	255
EXOC6	604	740	1005	1140	755	740	727	760
CYP26C1	0	5	2	2	2	0	2	0
CYP26A1	2	4	9	8	8	6	2	2
MYOF	11766	15532	10968	12490	17079	14292	6801	7543
CEP55	2656	3734	4050	4902	3022	2933	4502	5100
FFAR4	0	2	0	0	1	2	6	2
RBP4	2	0	0	2	0	0	2	0
PDE6C	2	6	11	2	8	1	14	6
FRA10AC1	644	792	684	915	1010	974	960	1151
LGI1	0	0	0	0	0	0	0	0
SLC35G1	226	347	319	298	375	366	213	239
PIPSL	23	22	25	25	18	24	13	15
PLCE1	257	260	891	1036	1831	1673	1051	1271
PLCE1-AS2	0	0	0	4	1	0	0	0
PLCE1-AS1	0	0	0	0	2	4	1	3
NOC3L	1353	1944	1968	2396	1129	1050	2122	2127
TBC1D12	155	291	303	351	582	459	498	472
HELLS	1020	1387	770	806	1140	956	692	721
CYP2C18	0	0	2	0	0	0	2	0
CYP2C19	0	0	0	0	0	0	0	2
CYP2C9	0	1	0	0	0	0	0	0
CYP2C8	0	0	2	0	0	3	2	2
ACSM6	0	0	0	0	2	0	0	0
PDLIM1	534	652	963	1017	1202	984	904	1052
SORBS1	111	182	90	118	119	72	13	9
ALDH18A1	2675	3458	2843	3135	2042	1579	2275	2365
TCTN3	1426	1792	1086	1241	1567	1347	972	940
ENTPD1	544	626	660	697	452	361	491	578
ENTPD1-AS1	16	9	12	6	21	14	14	11
CC2D2B	20	13	7	17	20	13	12	11
CCNJ	569	812	537	565	449	422	681	740
MIR3157	0	0	0	2	0	0	0	0
ZNF518A	486	717	1047	1156	1124	962	1051	1146
BLNK	0	0	2	0	4	3	10	12
DNTT	0	0	0	0	0	0	0	0
OPALIN	0	0	0	0	0	0	1	0
TLL2	651	923	476	573	471	407	195	217
TM9SF3	5463	7134	6227	7770	8692	8439	7278	7784
PIK3AP1	1672	2086	883	975	1953	1768	1358	1489
RPL13AP5	292	188	187	189	222	113	126	155
MIR607	0	0	0	0	0	0	0	0
LOC102723665	34	57	18	23	42	36	8	24
LCOR	1367	1896	1475	1890	1990	1784	2285	2383
SLIT1	17	34	2	0	5	7	0	2
SLIT1-AS1	0	0	0	0	0	0	0	0
ARHGAP19-SLIT1	0	1	0	0	0	0	0	0
ARHGAP19	756	1119	831	1002	819	711	776	881
FRAT1	64	53	56	47	53	46	42	68
FRAT2	462	510	395	438	298	276	327	444
RRP12	2004	2006	1340	1229	391	228	388	516
LOC644215	20	23	8	23	9	6	21	14
PGAM1	2300	2860	2609	2897	2637	2027	1224	1534
EXOSC1	898	1041	658	750	603	524	611	678
ZDHHC16	1067	1395	1075	1326	863	681	544	652
MMS19	2709	3408	2252	2521	2321	1733	1536	2058
UBTD1	336	266	69	72	90	47	46	71
ANKRD2	95	80	31	40	82	64	18	22
HOGA1	0	0	0	2	2	8	2	4
C10orf62	0	0	0	0	0	0	0	0
MORN4	545	692	284	380	428	294	325	341
PI4K2A	1480	1862	1301	1569	1602	1194	1314	1584
AVPI1	240	241	191	196	116	77	323	388
MARVELD1	1625	1882	1222	1369	533	447	457	598
ZFYVE27	1091	1039	493	534	604	411	352	441
SFRP5	0	0	0	0	0	2	0	0
LINC00866	0	0	0	0	0	0	0	0
GOLGA7B	15	19	6	10	2	2	4	0
CRTAC1	4	0	0	6	0	0	0	0
MIR3085	0	0	0	0	0	0	0	0
R3HCC1L	487	800	532	586	1047	972	917	923
LOXL4	3753	4149	2237	2464	1165	889	1161	1364
PYROXD2	288	292	123	172	100	77	57	61
MIR1287	1	0	0	0	0	0	0	0
HPS1	30	34	284	348	367	243	140	197
MIR4685	0	0	0	0	0	0	0	0
LOC101927278	0	0	8	0	0	4	0	2
HPSE2	0	1	0	0	0	0	0	0
MIR6507	0	0	0	0	0	0	0	0
CNNM1	110	111	65	72	54	49	14	20
GOT1	1458	1805	1356	1477	2797	2333	3004	3444
LINC01475	0	9	0	0	0	1	0	0
NKX2-3	12	8	0	0	2	2	0	4
SLC25A28	600	697	530	658	466	399	346	410
ENTPD7	403	446	417	453	1227	1048	409	510
COX15	2067	2769	2019	2258	3373	2954	1540	1725
CUTC	202	237	400	409	277	221	304	372
ABCC2	10	13	34	38	23	14	16	11
DNMBP	847	1120	854	1135	694	623	241	264
DNMBP-AS1	8	9	3	4	10	18	0	1
CPN1	0	0	0	1	0	4	0	0
ERLIN1	1752	2284	2361	2606	2295	2018	1832	2103
CHUK	870	1201	1083	1262	2098	2002	1332	1453
CWF19L1	1197	1512	1416	1535	2107	1694	1081	1234
SNORA12	0	2	5	1	0	2	2	0
BLOC1S2	539	735	693	739	991	913	637	741
PKD2L1	0	0	0	1	0	0	0	0
SCD	33473	44909	47903	55380	70229	60470	36647	41054
OLMALINC	385	472	386	510	284	194	290	295
WNT8B	25	32	30	17	15	12	10	11
SEC31B	191	228	32	30	471	396	62	53
NDUFB8	2180	2477	1702	1924	1983	1377	732	930
HIF1AN	2436	3231	2248	2569	4229	3595	1793	2070
PAX2	0	0	0	0	0	0	0	0
SLF2	1290	1775	1081	1317	1821	1604	975	1095
SEMA4G	73	78	84	54	223	148	53	74
MIR608	0	0	0	0	0	0	0	0
MRPL43	921	853	452	399	957	773	373	358
TWNK	1316	1720	1066	1199	1028	697	539	618
LZTS2	909	726	495	447	483	214	130	172
PDZD7	24	26	14	22	15	12	13	16
SFXN3	1163	1351	848	921	838	677	278	328
KAZALD1	252	187	236	271	340	236	186	202
TLX1NB	0	0	0	0	0	0	0	0
TLX1	4	2	0	0	0	2	0	0
LINC01514	0	0	0	0	0	0	0	0
LBX1	0	0	0	0	0	0	0	0
LBX1-AS1	0	0	0	0	0	0	0	0
LINC02681	0	0	0	0	0	0	0	0
BTRC	657	939	787	908	1192	1044	784	877
POLL	618	675	407	415	354	241	193	280
DPCD	365	508	277	315	388	327	131	170
MIR3158-1	0	0	0	0	0	0	0	0
MIR3158-2	0	0	0	0	0	0	0	0
FBXW4	494	531	409	456	273	205	205	308
FGF8	0	0	0	0	1	0	0	0
NPM3	1246	1377	948	976	348	205	211	314
OGA	4289	5850	4334	5439	7637	6995	7114	8013
KCNIP2-AS1	7	11	4	7	3	2	3	3
KCNIP2	19	40	13	12	36	26	8	27
ARMH3	973	1207	729	829	1148	846	704	792
HPS6	684	582	281	270	151	97	65	65
LDB1	2462	2664	1833	1858	2187	1715	1230	1539
PPRC1	2450	2744	1779	1996	803	530	779	976
NOLC1	7971	10533	8415	10456	4096	3616	4943	5728
ELOVL3	0	0	8	8	41	19	6	10
PITX3	2	0	0	0	0	0	0	0
GBF1	2631	3052	2319	2528	3465	2670	1652	2012
NFKB2	829	804	954	1051	347	199	352	532
PSD	4	1	4	2	0	0	0	2
FBXL15	91	92	26	18	14	9	9	10
CUEDC2	1563	1663	983	1069	565	322	340	422
MIR146B	0	0	0	0	0	0	0	0
RPARP-AS1	246	338	290	364	255	204	219	235
C10orf95	20	13	14	9	4	5	1	5
MFSD13A	202	167	119	135	78	47	37	42
ACTR1A	4095	5147	2916	3108	3484	2723	1710	2224
SUFU	490	571	464	541	380	279	166	211
TRIM8	3007	2761	1470	1486	828	602	683	875
ARL3	292	408	378	434	929	734	516	690
SFXN2	150	214	148	164	275	214	90	117
WBP1L	1243	1420	696	681	1372	1087	503	671
CYP17A1	3	3	0	0	2	0	2	2
BORCS7-ASMT	0	1	2	2	1	0	2	2
BORCS7	38	53	52	76	91	70	31	50
AS3MT	0	0	0	0	0	0	0	0
LOC107984265	0	1	0	0	0	0	0	2
CNNM2	234	193	189	205	398	351	247	237
NT5C2	2773	3866	4097	4786	5898	5104	3259	3717
RPEL1	3	8	10	6	6	5	2	5
INA	1447	1889	1658	1978	905	785	609	778
PCGF6	312	438	349	442	302	292	301	359
TAF5	360	473	474	421	237	232	192	257
ATP5MD	2485	2977	2366	2651	3483	3122	1707	2077
MIR1307	0	1	0	0	0	0	0	0
PDCD11	4864	6034	4567	5305	2857	2213	2358	2780
CALHM2	16	14	24	15	25	16	10	8
CALHM1	0	0	0	2	0	0	0	0
CALHM3	0	0	0	0	0	0	0	3
NEURL1-AS1	0	0	0	0	0	0	0	0
NEURL1	21	16	10	13	4	3	37	66
SH3PXD2A	1121	1105	1246	1458	2794	2209	1349	1585
SH3PXD2A-AS1	19	29	11	5	4	2	0	2
STN1	604	769	572	700	366	371	304	329
SLK	2529	3534	3156	3808	3224	2925	4029	4382
COL17A1	28	35	15	29	0	2	4	0
MIR936	0	0	0	0	0	0	0	0
SFR1	247	325	303	347	308	290	208	282
CFAP43	40	76	40	42	72	91	26	19
MIR609	0	0	0	0	0	0	0	0
GSTO1	1824	2260	1747	1878	1776	1495	1301	1495
MIR4482	3	8	3	0	5	6	8	10
GSTO2	31	35	776	848	546	442	466	461
ITPRIP	715	719	390	492	605	471	498	580
ITPRIP-AS1	2	3	2	1	0	3	0	3
CFAP58-DT	2	4	6	8	1	2	6	10
CFAP58	82	116	76	91	72	85	38	47
LINC02620	0	0	0	0	0	0	0	0
SORCS3	1	0	0	0	2	0	0	0
SORCS3-AS1	0	0	0	2	0	0	0	0
LINC02627	0	0	0	0	0	0	0	0
LINC02624	0	0	0	0	0	0	0	0
SORCS1	0	3	2	2	24	16	14	16
LINC01435	0	0	0	0	0	0	3	2
XPNPEP1	1979	2502	2061	2262	2571	2041	1756	2060
ADD3-AS1	11	6	6	4	6	7	1	8
ADD3	2004	2836	2291	2806	4900	4435	3931	4302
LOC105378479	0	0	1	0	4	0	0	2
MXI1	939	1280	694	783	939	887	1054	1183
SMNDC1	1222	1574	1444	1879	1774	1508	1742	1861
DUSP5	2878	3647	3563	4151	1568	1302	4594	5261
SMC3	3345	4550	4330	5102	4506	4303	5498	5759
RBM20	30	27	16	31	242	238	44	51
PDCD4-AS1	201	249	121	177	104	92	42	55
PDCD4	2163	2812	2726	3328	4907	4446	3778	4199
MIR4680	0	0	0	0	0	0	0	0
BBIP1	173	240	182	223	308	307	219	245
SHOC2	801	1150	1088	1225	1773	1778	1732	1763
RPL13AP6	0	3	3	0	0	0	3	2
MIR548E	0	0	0	0	0	1	0	0
ADRA2A	4	4	5	6	152	139	51	54
HEAT2	0	0	0	0	0	0	0	0
GPAM	783	1172	802	900	1218	1016	798	828
TECTB	0	0	0	0	0	0	0	0
MIR6715A	0	0	0	0	0	0	0	0
MIR6715B	0	0	0	0	0	0	0	0
GUCY2GP	0	0	0	0	0	0	0	0
ACSL5	0	4	50	47	41	25	13	19
ZDHHC6	1175	1524	1239	1555	1283	1133	1052	1124
VTI1A	861	1182	867	1089	843	766	1035	1256
MIR4295	0	0	0	0	0	0	0	0
LOC103344931	215	210	193	202	301	235	326	285
TCF7L2	406	555	323	452	778	640	417	484
SNORA87	0	0	0	0	0	0	0	0
HABP2	0	2	0	0	0	0	0	0
NRAP	0	0	0	0	0	0	0	0
CASP7	401	542	298	476	747	691	318	317
PLEKHS1	0	2	0	3	30	19	10	8
MIR4483	0	0	0	0	0	2	0	0
DCLRE1A	1052	1347	1157	1504	1337	1146	1394	1506
NHLRC2	1084	1434	1290	1651	1716	1488	1660	1906
ADRB1	23	35	12	20	6	12	6	0
CCDC186	763	996	928	1090	2785	2734	1772	1832
MIR2110	0	0	0	0	0	0	0	0
TDRD1	0	0	2	2	14	13	5	0
VWA2	106	120	117	151	208	187	79	83
AFAP1L2	4781	5197	3086	3483	3048	2352	1556	1921
ABLIM1	13643	17951	14186	16215	59288	51320	32881	36456
LOC101927692	0	4	2	0	0	0	0	0
FAM160B1	686	935	1104	1375	1405	1068	1436	1538
TRUB1	879	1139	982	1352	1131	914	1175	1205
LINC02626	1	0	0	0	1	3	2	0
ATRNL1	68	110	89	121	365	364	155	135
GFRA1	2421	3137	3533	3872	3104	2642	2827	3148
SNORD158	0	0	0	0	0	0	0	0
CCDC172	0	0	0	0	0	0	0	0
PNLIPRP3	0	0	0	0	0	0	0	0
PNLIP	0	0	0	0	0	0	0	0
PNLIPRP1	11	12	6	5	12	6	4	1
PNLIPRP2	0	0	0	0	0	0	0	0
C10orf82	38	49	23	31	2	2	5	2
HSPA12A	132	139	60	59	68	74	47	66
MIR9851	6	2	0	1	0	0	0	0
ENO4	4	0	2	1	7	11	2	2
SHTN1	1932	2554	1714	2050	2567	2507	2502	2875
VAX1	12	5	2	4	12	4	5	16
MIR3663HG	1	0	0	0	0	0	0	0
MIR3663	0	0	0	0	0	0	0	0
KCNK18	0	0	0	1	0	0	0	0
SLC18A2	2	2	4	7	5	0	1	4
PDZD8	1043	1393	1123	1282	1384	1175	1085	1145
