pathway	pval	padj	log2err	ES	NES	size	leadingEdge	collection
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	0.2039045553145336	0.6710933236310715	0.14205664357582118	-0.48689659133042684	-1.2342198440899037	16		REACTOME
REACTOME_EPHRIN_SIGNALING	0.20226843100189035	0.6710933236310715	0.13214726060877433	0.46931249450522894	1.2325455822420552	19		REACTOME
REACTOME_GLUTATHIONE_CONJUGATION	0.20502092050209206	0.6710933236310715	0.13880510939113969	-0.42086614567564073	-1.2230834540546633	29		REACTOME
REACTOME_NUCLEOTIDE_SALVAGE	0.2038095238095238	0.6710933236310715	0.13214726060877433	0.464188941523618	1.2228763232215942	20		REACTOME
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE	0.20222634508348794	0.6710933236310715	0.13077713797197438	0.39455914194739916	1.2044095018177081	39		REACTOME
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	0.2034548944337812	0.6710933236310715	0.13284630060618333	0.40377232914388206	1.1748037888668816	31		REACTOME
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	0.20397111913357402	0.6710933236310715	0.1281429168984153	0.2746258679727145	1.108863563673265	272		REACTOME
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.2062780269058296	0.6731177720084967	0.14375898903927542	-0.33417527864717933	-1.1446930087856677	63		REACTOME
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	0.20727272727272728	0.6742760942760943	0.1275053153001827	0.2937259396387717	1.1287921863372927	176		REACTOME
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS	0.20915032679738563	0.676209952283572	0.14040623852334236	-0.3502211862267075	-1.1665277498056155	54		REACTOME
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	0.2088888888888889	0.676209952283572	0.14205664357582118	-0.32755493397033153	-1.1508333800390542	73		REACTOME
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY	0.21294363256784968	0.6863687728639558	0.13574094381042484	-0.46759633535268624	-1.226145550751453	18		REACTOME
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	0.2137546468401487	0.6868823102729168	0.12687572992985735	0.4975856875500597	1.234501249530998	15		REACTOME
REACTOME_CELLULAR_RESPONSE_TO_STARVATION	0.21518987341772153	0.6893924820130045	0.12443416863039332	0.29845012193345904	1.1234388405746567	151		REACTOME
REACTOME_RHO_GTPASE_CYCLE	0.21621621621621623	0.6905814905814907	0.11934844059101546	0.25415961798000947	1.0795238539471779	430		REACTOME
REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING	0.2177121771217712	0.693258715064492	0.12503336755527242	0.34714837131546855	1.1697349627152107	70		REACTOME
REACTOME_TRANSLATION	0.2222222222222222	0.7054886211512718	0.12154328203546907	0.2704049083811855	1.101824927854985	289		REACTOME
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	0.22453222453222454	0.7106815755464404	0.13145761164276346	-0.4033349166360162	-1.1933381680170936	31		REACTOME
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.2261640798226164	0.7137034135719692	0.13574094381042484	-0.27747937641517006	-1.1034474622304389	174		REACTOME
REACTOME_RHOG_GTPASE_CYCLE	0.22743682310469315	0.7155773479174524	0.12043337164225933	0.33937067716310576	1.156827345202671	72		REACTOME
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	0.22844827586206898	0.7166204844006568	0.13284630060618333	-0.4798592093163523	-1.2058509115740041	15		REACTOME
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	0.2335907335907336	0.7305775466012855	0.12325722638133735	0.374481589619034	1.1695315000137985	49		REACTOME
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	0.23529411764705882	0.7315634218289085	0.12878871306171366	-0.4038040122823473	-1.186720612903118	30		REACTOME
REACTOME_HS_GAG_BIOSYNTHESIS	0.23484848484848486	0.7315634218289085	0.12154328203546907	0.41360115918900736	1.1713220135497677	27		REACTOME
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.2384937238493724	0.7328640960269344	0.1275053153001827	-0.408749241445164	-1.187870393486749	29		REACTOME
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS	0.23846153846153847	0.7328640960269344	0.12154328203546907	0.4305026033749384	1.186519560028573	24		REACTOME
REACTOME_TURBULENT_OSCILLATORY_DISTURBED_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_ENDOTHELIAL_CELLS	0.23739495798319327	0.7328640960269344	0.1281429168984153	-0.40363522091376547	-1.1862245598915493	30		REACTOME
REACTOME_RND1_GTPASE_CYCLE	0.2383612662942272	0.7328640960269344	0.11934844059101546	0.37697982483535936	1.1552662805810878	40		REACTOME
REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2	0.24	0.7353488372093023	0.1275053153001827	-0.3867277721175836	-1.1684925676708195	34		REACTOME
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	0.24485981308411214	0.7394906675949977	0.11776578836269024	0.3870484490745243	1.1657060878470067	36		REACTOME
REACTOME_FANCONI_ANEMIA_PATHWAY	0.24304267161410018	0.7394906675949977	0.11776578836269024	0.378831160435911	1.1563991318555416	39		REACTOME
REACTOME_SIGNALING_BY_ERBB4	0.24307036247334754	0.7394906675949977	0.1275053153001827	-0.3422919568604246	-1.1449972050583461	53		REACTOME
REACTOME_PROTEIN_UBIQUITINATION	0.24448529411764705	0.7394906675949977	0.11673920479122178	0.33829455536679776	1.1446634445415869	71		REACTOME
REACTOME_SIGNALING_BY_INTERLEUKINS	0.24361948955916474	0.7394906675949977	0.13355495455759195	-0.24245832837740686	-1.062720275921532	364		REACTOME
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH	0.24763705103969755	0.7406241652051708	0.11776578836269024	0.45488464982157745	1.1946540357046957	19		REACTOME
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	0.25092936802973975	0.7406241652051708	0.11573444770168878	0.47874662929797596	1.187761880746712	15		REACTOME
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	0.24907063197026022	0.7406241652051708	0.11623414877971643	0.4581841551039829	1.1803255617781212	17		REACTOME
REACTOME_METABOLISM_OF_PORPHYRINS	0.24952380952380954	0.7406241652051708	0.11776578836269024	0.4468967533973227	1.17732115043585	20		REACTOME
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	0.2515592515592516	0.7406241652051708	0.12325722638133735	-0.3972961107177643	-1.175471285448132	31		REACTOME
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION	0.24896265560165975	0.7406241652051708	0.12384217120104962	-0.4190045897768815	-1.1746844488632644	24		REACTOME
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.25092936802973975	0.7406241652051708	0.11573444770168878	0.3901687992796112	1.1513987794136007	32		REACTOME
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	0.24890829694323144	0.7406241652051708	0.1275053153001827	-0.2959353725469744	-1.105171795504799	105		REACTOME
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	0.2494331065759637	0.7406241652051708	0.13010563075112855	-0.2629423642680969	-1.084099027861052	220		REACTOME
REACTOME_DNA_DAMAGE_BYPASS	0.25285171102661597	0.7423557198385884	0.11673920479122178	0.3686660846947333	1.150237148448257	48		REACTOME
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	0.2553191489361702	0.7428631991733129	0.11724971674979229	0.43275353061636657	1.1791895328367938	23		REACTOME
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	0.2551984877126654	0.7428631991733129	0.11573444770168878	0.44825737699698576	1.1772489677853453	19		REACTOME
REACTOME_COMPLEX_III_ASSEMBLY	0.2572533849129594	0.7428631991733129	0.11673920479122178	0.43170636859520084	1.1763361708023254	23		REACTOME
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	0.2571428571428571	0.7428631991733129	0.11573444770168878	0.4417304559433351	1.1637108674884267	20		REACTOME
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT	0.2552742616033755	0.7428631991733129	0.12325722638133735	-0.40133310426309976	-1.1492611360269476	27		REACTOME
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.25636363636363635	0.7428631991733129	0.11284335567556247	0.3354756099767683	1.1290647694636955	69		REACTOME
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	0.2581818181818182	0.7434957606605901	0.11237851911047504	0.35001145518231785	1.1339398268793146	56		REACTOME
REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	0.25888324873096447	0.7434957606605901	0.10755437526516934	0.24895383493598192	1.0623008376566359	484		REACTOME
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	0.26022304832713755	0.7453127525456603	0.11331290842208036	0.45497912906515914	1.1720691126677638	17		REACTOME
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	0.2623574144486692	0.7493894710810227	0.11426650248443287	0.39395853409836057	1.1403163440629696	30		REACTOME
REACTOME_SIGNALING_BY_NOTCH2	0.2652671755725191	0.7495753433067966	0.11378726182188	0.3989257924344609	1.1433497710961933	29		REACTOME
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.26515151515151514	0.7495753433067966	0.11331290842208036	0.3999718769514722	1.1327237699060346	27		REACTOME
REACTOME_EPIGENETIC_REGULATION_BY_WDR5_CONTAINING_HISTONE_MODIFYING_COMPLEXES	0.26508226691042047	0.7495753433067966	0.11101149245045029	0.2998711537310362	1.107986889084863	126		REACTOME
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	0.2631578947368421	0.7495753433067966	0.12384217120104962	-0.2947824527302829	-1.0933456557912447	102		REACTOME
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION	0.26789366053169733	0.7510437575270976	0.11776578836269024	-0.403822169091283	-1.1461317842462766	25		REACTOME
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	0.2667946257197697	0.7510437575270976	0.11378726182188	0.38898904238480814	1.1317907836585013	31		REACTOME
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	0.2679245283018868	0.7510437575270976	0.11237851911047504	0.3655500302379525	1.1223940843640214	41		REACTOME
REACTOME_INTERLEUKIN_7_SIGNALING	0.26993865030674846	0.7526860778394521	0.11724971674979229	-0.40347411452742815	-1.1451439325907231	25		REACTOME
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	0.26992753623188404	0.7526860778394521	0.10925003948071095	0.32144064136482675	1.1060647490376383	75		REACTOME
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2	0.2722117202268431	0.753228866193706	0.11146266692298015	0.3585231393727641	1.135924477236282	51		REACTOME
REACTOME_NEUTROPHIL_DEGRANULATION	0.2720970537261698	0.753228866193706	0.10592029273625286	0.25127029492648767	1.0578122158199363	386		REACTOME
REACTOME_HEMOSTASIS	0.2722772277227723	0.753228866193706	0.13010563075112855	-0.23503851794542413	-1.0577828332163717	491		REACTOME
REACTOME_PURINE_CATABOLISM	0.27726432532347506	0.7590561010154355	0.10882012676916121	0.4580936720678339	1.1673674417142612	16		REACTOME
REACTOME_INSULIN_PROCESSING	0.27521008403361347	0.7590561010154355	0.11776578836269024	-0.42551113291194176	-1.158724776551344	21		REACTOME
REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	0.2764227642276423	0.7590561010154355	0.11524000314778066	-0.3963833784846252	-1.1382235734731452	26		REACTOME
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	0.2766884531590414	0.7590561010154355	0.11988784511542344	-0.2902122313172229	-1.0867706483927622	106		REACTOME
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	0.27835051546391754	0.7600555525880028	0.11573444770168878	-0.4066518072433768	-1.1300398526817093	23		REACTOME
REACTOME_SYNTHESIS_OF_PC	0.28270042194092826	0.7692728765623574	0.11623414877971643	-0.3913814660610915	-1.1207635341499005	27		REACTOME
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	0.2831858407079646	0.7692728765623574	0.11934844059101546	-0.31411996293280053	-1.1047857991619598	74		REACTOME
REACTOME_OLFACTORY_SIGNALING_PATHWAY	0.29206963249516443	0.782525447902624	0.10839425585339667	0.4217770746436481	1.1492803095145983	23		REACTOME
REACTOME_METALLOPROTEASE_DUBS	0.2940038684719536	0.782525447902624	0.10797236031734525	0.41989611046689296	1.1441549596053517	23		REACTOME
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	0.2925430210325048	0.782525447902624	0.10755437526516934	0.43753104987811176	1.1353627743257133	18		REACTOME
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	0.29343629343629346	0.782525447902624	0.10797236031734525	0.35837021535861874	1.1192145812962824	49		REACTOME
REACTOME_SIALIC_ACID_METABOLISM	0.29389312977099236	0.782525447902624	0.10714023727672473	0.38938988484976766	1.1160191798912018	29		REACTOME
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.2889733840304182	0.782525447902624	0.10797236031734525	0.3539076147335249	1.1159809299700394	50		REACTOME
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	0.289760348583878	0.782525447902624	0.11673920479122178	-0.3259471386601807	-1.0856749881793526	54		REACTOME
REACTOME_GPCR_LIGAND_BINDING	0.29307282415630553	0.782525447902624	0.10282184284081514	0.2690218052606064	1.0730409755890393	231		REACTOME
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	0.296218487394958	0.7864339690536164	0.11284335567556247	-0.41927387377898956	-1.1417398703147814	21		REACTOME
REACTOME_DISEASES_OF_DNA_REPAIR	0.29867674858223064	0.7870132325141777	0.10552093684319848	0.34889956908548203	1.1054337003596417	51		REACTOME
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	0.2981132075471698	0.7870132325141777	0.10552093684319848	0.3654221553985456	1.1027900797148702	38		REACTOME
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.2980251346499102	0.7870132325141777	0.10244940562982624	0.2705130115106377	1.0687120155759675	215		REACTOME
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS	0.3023255813953488	0.7881763668430335	0.1119183163251045	-0.4300614561389715	-1.1382274456585328	19		REACTOME
REACTOME_TRP_CHANNELS	0.3008474576271186	0.7881763668430335	0.11237851911047504	-0.40921807569366575	-1.1170522668180658	22		REACTOME
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	0.3028571428571429	0.7881763668430335	0.10512513159700079	0.4213727488785227	1.110079779503162	20		REACTOME
REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION	0.30168776371308015	0.7881763668430335	0.1119183163251045	-0.3849915980989571	-1.1024654500017996	27		REACTOME
REACTOME_RHOB_GTPASE_CYCLE	0.3	0.7881763668430335	0.10282184284081514	0.32498935523314243	1.0937726038261715	69		REACTOME
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.30462184873949577	0.7908163265306121	0.11101149245045029	-0.3332638738123988	-1.103286117982482	50		REACTOME
REACTOME_ION_CHANNEL_TRANSPORT	0.3076923076923077	0.7968247968247969	0.11524000314778066	-0.2725873535057391	-1.0657334492198207	154		REACTOME
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	0.30866425992779783	0.7973826714801444	0.10063338942303625	0.3024318635942247	1.0770386846086784	92		REACTOME
REACTOME_EPH_EPHRIN_SIGNALING	0.3104693140794224	0.8000847360384138	0.10027910675413045	0.30223613925481396	1.076341659227293	92		REACTOME
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	0.31327433628318585	0.8033847942639365	0.09854998035316907	0.2805310639081282	1.068036914344677	156		REACTOME
REACTOME_SARS_COV_INFECTIONS	0.31314878892733566	0.8033847942639365	0.09721508088464663	0.24785028943282186	1.0450156463495057	384		REACTOME
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	0.3146551724137931	0.8049673585537328	0.11056471633661853	-0.37487002753994186	-1.1092561864194344	32		REACTOME
REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	0.31970260223048325	0.8119675728938056	0.10027910675413045	0.45363343681608864	1.1254564964193476	15		REACTOME
REACTOME_MYOGENESIS	0.31901840490797545	0.8119675728938056	0.1063232559327084	-0.38707571904369115	-1.0986018561196738	25		REACTOME
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	0.31886792452830187	0.8119675728938056	0.10135074379709887	0.351077830725919	1.0779582759208688	41		REACTOME
REACTOME_GLYCOGEN_METABOLISM	0.3231707317073171	0.8148850507643833	0.10512513159700079	-0.38273521731930316	-1.0990325790567816	26		REACTOME
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.3231083844580777	0.8148850507643833	0.10552093684319848	-0.38567237729664483	-1.0946188787014974	25		REACTOME
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	0.3220338983050847	0.8148850507643833	0.10797236031734525	-0.34719371964282697	-1.0901014877031736	41		REACTOME
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2	0.3270440251572327	0.8226835382236832	0.1063232559327084	-0.41462926138465894	-1.1136537520310714	20		REACTOME
REACTOME_SIGNALING_BY_EGFR	0.32833020637898686	0.8239524702939337	0.09923333437711905	0.34107304702798236	1.082260076031576	53		REACTOME
REACTOME_PHOSPHORYLATED_BMAL1_CLOCK_ARNTL_CLOCK_ACTIVATES_EXPRESSION_OF_CORE_CLOCK_GENES	0.3312368972746331	0.8253515123580693	0.10552093684319848	-0.4120274096150434	-1.1066654319694709	20		REACTOME
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	0.3305084745762712	0.8253515123580693	0.1063232559327084	-0.39966297154431235	-1.0909694728661485	22		REACTOME
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	0.32989690721649484	0.8253515123580693	0.10473282158065095	-0.39039909541780843	-1.0848753858088211	23		REACTOME
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE	0.3339622641509434	0.8297920604914933	0.09854998035316907	0.3579937740608504	1.0803723222622197	38		REACTOME
REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.33459357277882795	0.8297920604914933	0.09854998035316907	0.33989918468445635	1.0769173904680485	51		REACTOME
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	0.33620689655172414	0.8318358426420592	0.1063232559327084	-0.36957481613244314	-1.093587433036528	32		REACTOME
REACTOME_LAMININ_INTERACTIONS	0.34243697478991597	0.8393687707641196	0.1035763266125924	-0.3713642663025416	-1.091384969718229	30		REACTOME
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4	0.34243697478991597	0.8393687707641196	0.1035763266125924	-0.36981763530874634	-1.0868396486588425	30		REACTOME
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	0.3416030534351145	0.8393687707641196	0.09787732774245612	0.3775992358526404	1.0822263389979778	29		REACTOME
REACTOME_RHOF_GTPASE_CYCLE	0.34205607476635513	0.8393687707641196	0.09656295543094219	0.34707787039578586	1.0734061402044377	42		REACTOME
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	0.34935304990757854	0.8415564896789798	0.09466462231533423	0.4312069954716854	1.0988516931064156	16		REACTOME
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	0.3495762711864407	0.8415564896789798	0.10282184284081514	-0.3965193767717803	-1.0823883278112487	22		REACTOME
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	0.34845360824742266	0.8415564896789798	0.10135074379709887	-0.3858794864617153	-1.0723158984342436	23		REACTOME
REACTOME_RHOBTB1_GTPASE_CYCLE	0.35051546391752575	0.8415564896789798	0.10099058745592349	-0.3850525656942991	-1.070017978185161	23		REACTOME
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	0.3495762711864407	0.8415564896789798	0.10282184284081514	-0.3404918847407411	-1.069059401444757	41		REACTOME
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	0.3447653429602888	0.8415564896789798	0.09405034657278127	0.3179321795884951	1.0689554622911046	68		REACTOME
REACTOME_POTASSIUM_CHANNELS	0.3466666666666667	0.8415564896789798	0.1063232559327084	-0.30229693511373235	-1.0665974247062788	75		REACTOME
REACTOME_SENSORY_PROCESSING_OF_SOUND	0.3502202643171806	0.8415564896789798	0.10512513159700079	-0.3111093113797979	-1.057180078962415	60		REACTOME
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	0.3483535528596187	0.8415564896789798	0.0911073131586733	0.2568855675555888	1.0386465421580815	256		REACTOME
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	0.3554603854389722	0.8422060301109977	0.10244940562982624	-0.35456836273808834	-1.0807605736226624	36		REACTOME
REACTOME_SIGNAL_AMPLIFICATION	0.3598326359832636	0.8422060301109977	0.10027910675413045	-0.37084986880209675	-1.0777306350978375	29		REACTOME
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	0.3680297397769517	0.8422060301109977	0.09196861400004266	0.41794126224418154	1.076656077372791	17		REACTOME
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	0.35639412997903563	0.8422060301109977	0.10099058745592349	-0.35318297175526275	-1.0753446250896368	35		REACTOME
REACTOME_DAP12_SIGNALING	0.3617021276595745	0.8422060301109977	0.09528798461948437	0.3946244473351502	1.0752934055473533	23		REACTOME
REACTOME_NGF_STIMULATED_TRANSCRIPTION	0.3586337760910816	0.8422060301109977	0.09466462231533423	0.35789971335572346	1.0696306181021384	34		REACTOME
REACTOME_CO_INHIBITION_BY_CTLA4	0.3569937369519833	0.8422060301109977	0.10063338942303625	-0.4079073951003757	-1.069627368323359	18		REACTOME
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT	0.36363636363636365	0.8422060301109977	0.10027910675413045	-0.4040421307080204	-1.069363077786748	19		REACTOME
REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS	0.367983367983368	0.8422060301109977	0.09854998035316907	-0.36125982475255536	-1.0688515168584705	31		REACTOME
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12	0.3569937369519833	0.8422060301109977	0.10063338942303625	-0.40703945719961687	-1.0673514347565545	18		REACTOME
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	0.3685220729366603	0.8422060301109977	0.09374654224917187	0.36673094476932333	1.0670292942640103	31		REACTOME
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING	0.3537832310838446	0.8422060301109977	0.09992769737310925	-0.37583462573982257	-1.0666972819992533	25		REACTOME
REACTOME_SIGNALING_BY_NOTCH3	0.35834896810506567	0.8422060301109977	0.09405034657278127	0.3430634944277851	1.0631728930716917	44		REACTOME
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	0.3648393194706994	0.8422060301109977	0.09344492194109945	0.3702942847082208	1.0606098701261448	28		REACTOME
REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY	0.3611111111111111	0.8422060301109977	0.10135074379709887	-0.3533406614972908	-1.0595519963111688	33		REACTOME
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1	0.36082474226804123	0.8422060301109977	0.09923333437711905	-0.3805495880583463	-1.0575047073875827	23		REACTOME
REACTOME_FGFR2_ALTERNATIVE_SPLICING	0.36742424242424243	0.8422060301109977	0.09314545753378035	0.3733853029976838	1.0574303655113186	27		REACTOME
REACTOME_APOPTOTIC_EXECUTION_PHASE	0.3646833013435701	0.8422060301109977	0.0943563635421779	0.3409612292694375	1.0568300690440766	46		REACTOME
REACTOME_TNF_SIGNALING	0.36080178173719374	0.8422060301109977	0.10395847155995677	-0.31339437598359365	-1.0477836755235668	57		REACTOME
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	0.3599290780141844	0.8422060301109977	0.09054289484694737	0.2965832850020622	1.0477403953411566	86		REACTOME
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER	0.3671586715867159	0.8422060301109977	0.0916795246008379	0.309662386193261	1.0434239354068864	70		REACTOME
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER	0.36617100371747213	0.8422060301109977	0.09225972605273541	0.29182285486822934	1.0366313117870258	97		REACTOME
REACTOME_CARDIAC_CONDUCTION	0.36996336996337	0.8422060301109977	0.09082414190071554	0.28651933516861716	1.033117041080889	104		REACTOME
REACTOME_RRNA_PROCESSING	0.3692870201096892	0.8422060301109977	0.09082414190071554	0.2639481183826223	1.0286246978557285	200		REACTOME
REACTOME_DEPOLYMERIZATION_OF_THE_NUCLEAR_LAMINA	0.37174721189591076	0.8444430201256249	0.09139243259437684	0.4363958274963331	1.0826902939810499	15		REACTOME
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.37254901960784315	0.8444444444444444	0.08889452886204495	0.27111182971867165	1.0353181307269306	162		REACTOME
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT	0.37524177949709864	0.848722823154382	0.09314545753378035	0.3918687476339133	1.0677845303714262	23		REACTOME
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6	0.37894736842105264	0.8522911051212939	0.09754492162471996	-0.3481700670043924	-1.051990999644026	34		REACTOME
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	0.37924528301886795	0.8522911051212939	0.0911073131586733	0.3485619119339866	1.0519083557700961	38		REACTOME
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	0.3782608695652174	0.8522911051212939	0.09957912004959042	-0.2785109366175052	-1.042407158841753	107		REACTOME
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	0.38054968287526425	0.8534029058521884	0.09754492162471996	-0.3703544333470027	-1.0619912720727316	28		REACTOME
REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS	0.38284518828451886	0.8567278735708765	0.09656295543094219	-0.3675264810159597	-1.0680725035175314	29		REACTOME
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING	0.38461538461538464	0.8588657105606259	0.09139243259437684	0.380785726256303	1.0494935659873208	24		REACTOME
